Date,Outages,Outage_Color,Incidents,Service
18 Dec 2022,[],#10a37f,[],playground
19 Dec 2022,[],#10a37f,[],playground
20 Dec 2022,[],#10a37f,[],playground
21 Dec 2022,[],#10a37f,[],playground
22 Dec 2022,[],#10a37f,[],playground
23 Dec 2022,[],#10a37f,[],playground
24 Dec 2022,[],#10a37f,[],playground
25 Dec 2022,[],#10a37f,[],playground
26 Dec 2022,[],#10a37f,[],playground
27 Dec 2022,[],#10a37f,[],playground
28 Dec 2022,[],#10a37f,[],playground
29 Dec 2022,[],#10a37f,[],playground
30 Dec 2022,[],#10a37f,[],playground
31 Dec 2022,[],#10a37f,[],playground
1 Jan 2023,[],#10a37f,[],playground
2 Jan 2023,[],#10a37f,[],playground
3 Jan 2023,[],#10a37f,[],playground
4 Jan 2023,[],#10a37f,[],playground
5 Jan 2023,[],#10a37f,[],playground
6 Jan 2023,[],#10a37f,[],playground
7 Jan 2023,[],#10a37f,[],playground
8 Jan 2023,[],#10a37f,[],playground
9 Jan 2023,[],#10a37f,"[{""Incident_Title"": ""text-davinci-003 on playground has high error rates"", ""Incident_Link"": ""https://status.openai.com/incidents/5r2tkwsd69pw""}]",playground
10 Jan 2023,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 107}]",#e9700c,"[{""Incident_Title"": ""High latency and error rates on text-davinci-003"", ""Incident_Link"": ""https://status.openai.com/incidents/6vnc9k50xfrb""}]",playground
11 Jan 2023,[],#10a37f,[],playground
12 Jan 2023,[],#10a37f,[],playground
13 Jan 2023,[],#10a37f,[],playground
14 Jan 2023,[],#10a37f,[],playground
15 Jan 2023,[],#10a37f,[],playground
16 Jan 2023,[],#10a37f,[],playground
17 Jan 2023,[],#10a37f,[],playground
18 Jan 2023,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 7}]",#aba94d,"[{""Incident_Title"": ""Outage for text-davinci-002"", ""Incident_Link"": ""https://status.openai.com/incidents/7jmh8k8p9dvw""}]",playground
19 Jan 2023,[],#10a37f,[],playground
20 Jan 2023,[],#10a37f,[],playground
21 Jan 2023,[],#10a37f,[],playground
22 Jan 2023,[],#10a37f,[],playground
23 Jan 2023,[],#10a37f,[],playground
24 Jan 2023,[],#10a37f,[],playground
25 Jan 2023,[],#10a37f,[],playground
26 Jan 2023,[],#10a37f,[],playground
27 Jan 2023,[],#10a37f,[],playground
28 Jan 2023,[],#10a37f,[],playground
29 Jan 2023,[],#10a37f,[],playground
30 Jan 2023,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 13}]",#cdaa43,"[{""Incident_Title"": ""Multiple API endpoints are down"", ""Incident_Link"": ""https://status.openai.com/incidents/br1fbkxcmt68""}]",playground
31 Jan 2023,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 57}]",#ee4540,"[{""Incident_Title"": ""Multiple API endpoints impacted"", ""Incident_Link"": ""https://status.openai.com/incidents/v0svxqjzhsrr""}]",playground
1 Feb 2023,[],#10a37f,[],playground
2 Feb 2023,[],#10a37f,[],playground
3 Feb 2023,[],#10a37f,[],playground
4 Feb 2023,[],#10a37f,[],playground
5 Feb 2023,[],#10a37f,[],playground
6 Feb 2023,[],#10a37f,[],playground
7 Feb 2023,[],#10a37f,[],playground
8 Feb 2023,[],#10a37f,[],playground
9 Feb 2023,[],#10a37f,[],playground
10 Feb 2023,[],#10a37f,[],playground
11 Feb 2023,[],#10a37f,[],playground
12 Feb 2023,[],#10a37f,[],playground
13 Feb 2023,[],#10a37f,"[{""Incident_Title"": ""Degraded performance on text-davinci-003"", ""Incident_Link"": ""https://status.openai.com/incidents/6j5rly832k8t""}]",playground
14 Feb 2023,[],#10a37f,[],playground
15 Feb 2023,[],#10a37f,[],playground
16 Feb 2023,[],#10a37f,[],playground
17 Feb 2023,[],#10a37f,[],playground
18 Feb 2023,[],#10a37f,[],playground
19 Feb 2023,[],#10a37f,[],playground
20 Feb 2023,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 19}]",#f3ac36,"[{""Incident_Title"": ""Outage on all models"", ""Incident_Link"": ""https://status.openai.com/incidents/mq5jgswy45fr""}]",playground
21 Feb 2023,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 188}]",#ef4146,"[{""Incident_Title"": ""OpenAI Labs (DALL\u00b7E User interface) and Some API Endpoint Degradation"", ""Incident_Link"": ""https://status.openai.com/incidents/vzrthmy2shh7""}, {""Incident_Title"": ""Outage on all models"", ""Incident_Link"": ""https://status.openai.com/incidents/mq5jgswy45fr""}]",playground
22 Feb 2023,[],#10a37f,[],playground
23 Feb 2023,[],#10a37f,[],playground
24 Feb 2023,[],#10a37f,[],playground
25 Feb 2023,[],#10a37f,[],playground
26 Feb 2023,[],#10a37f,[],playground
27 Feb 2023,[],#10a37f,[],playground
28 Feb 2023,[],#10a37f,[],playground
1 Sep 2022,[],#10a37f,[],playground
2 Sep 2022,[],#10a37f,[],playground
3 Sep 2022,[],#10a37f,[],playground
4 Sep 2022,[],#10a37f,[],playground
5 Sep 2022,[],#10a37f,[],playground
6 Sep 2022,[],#10a37f,[],playground
7 Sep 2022,[],#10a37f,[],playground
8 Sep 2022,[],#10a37f,[],playground
9 Sep 2022,[],#10a37f,[],playground
10 Sep 2022,[],#10a37f,[],playground
11 Sep 2022,[],#10a37f,[],playground
12 Sep 2022,[],#10a37f,[],playground
13 Sep 2022,[],#10a37f,[],playground
14 Sep 2022,[],#10a37f,[],playground
15 Sep 2022,[],#10a37f,[],playground
16 Sep 2022,[],#10a37f,[],playground
17 Sep 2022,[],#10a37f,[],playground
18 Sep 2022,[],#10a37f,[],playground
19 Sep 2022,[],#10a37f,[],playground
20 Sep 2022,[],#10a37f,[],playground
21 Sep 2022,[],#10a37f,"[{""Incident_Title"": ""Partial Outage on Account Management"", ""Incident_Link"": ""https://status.openai.com/incidents/mmp1ph8sp9j2""}]",playground
22 Sep 2022,[],#10a37f,[],playground
23 Sep 2022,[],#10a37f,[],playground
24 Sep 2022,[],#10a37f,[],playground
25 Sep 2022,[],#10a37f,[],playground
26 Sep 2022,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 10}]",#94a855,"[{""Incident_Title"": ""Outage on some davinci models"", ""Incident_Link"": ""https://status.openai.com/incidents/rh00pyzkt4h9""}]",playground
27 Sep 2022,[],#10a37f,[],playground
28 Sep 2022,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 278}]",#ef4146,"[{""Incident_Title"": ""Partial Outage on Account Management"", ""Incident_Link"": ""https://status.openai.com/incidents/5mxxp4tlzvbq""}]",playground
29 Sep 2022,[],#10a37f,[],playground
30 Sep 2022,[],#10a37f,[],playground
1 Oct 2022,[],#10a37f,[],playground
2 Oct 2022,[],#10a37f,[],playground
3 Oct 2022,[],#10a37f,[],playground
4 Oct 2022,[],#10a37f,[],playground
5 Oct 2022,[],#10a37f,[],playground
6 Oct 2022,[],#10a37f,[],playground
7 Oct 2022,[],#10a37f,[],playground
8 Oct 2022,[],#10a37f,[],playground
9 Oct 2022,[],#10a37f,[],playground
10 Oct 2022,[],#10a37f,[],playground
11 Oct 2022,[],#10a37f,[],playground
12 Oct 2022,[],#10a37f,[],playground
13 Oct 2022,[],#10a37f,[],playground
14 Oct 2022,[],#10a37f,[],playground
15 Oct 2022,[],#10a37f,[],playground
16 Oct 2022,[],#10a37f,[],playground
17 Oct 2022,[],#10a37f,[],playground
18 Oct 2022,[],#10a37f,[],playground
19 Oct 2022,[],#10a37f,[],playground
20 Oct 2022,[],#10a37f,[],playground
21 Oct 2022,[],#10a37f,[],playground
22 Oct 2022,[],#10a37f,[],playground
23 Oct 2022,[],#10a37f,[],playground
24 Oct 2022,[],#10a37f,[],playground
25 Oct 2022,[],#10a37f,[],playground
26 Oct 2022,[],#10a37f,[],playground
27 Oct 2022,[],#10a37f,[],playground
28 Oct 2022,[],#10a37f,[],playground
29 Oct 2022,[],#10a37f,[],playground
30 Oct 2022,[],#10a37f,[],playground
31 Oct 2022,[],#10a37f,[],playground
1 Nov 2022,[],#10a37f,[],playground
2 Nov 2022,[],#10a37f,[],playground
3 Nov 2022,[],#10a37f,[],playground
4 Nov 2022,[],#10a37f,[],playground
5 Nov 2022,[],#10a37f,[],playground
6 Nov 2022,[],#10a37f,[],playground
7 Nov 2022,[],#10a37f,[],playground
8 Nov 2022,[],#10a37f,[],playground
9 Nov 2022,[],#10a37f,[],playground
10 Nov 2022,[],#10a37f,[],playground
11 Nov 2022,[],#10a37f,[],playground
12 Nov 2022,[],#10a37f,[],playground
13 Nov 2022,[],#10a37f,[],playground
14 Nov 2022,[],#10a37f,[],playground
15 Nov 2022,[],#10a37f,[],playground
16 Nov 2022,[],#10a37f,[],playground
17 Nov 2022,[],#10a37f,[],playground
18 Nov 2022,[],#10a37f,[],playground
19 Nov 2022,[],#10a37f,[],playground
20 Nov 2022,[],#10a37f,[],playground
21 Nov 2022,[],#10a37f,[],playground
22 Nov 2022,[],#10a37f,[],playground
23 Nov 2022,[],#10a37f,[],playground
24 Nov 2022,[],#10a37f,[],playground
25 Nov 2022,[],#10a37f,[],playground
26 Nov 2022,[],#10a37f,[],playground
27 Nov 2022,[],#10a37f,[],playground
28 Nov 2022,[],#10a37f,[],playground
29 Nov 2022,[],#10a37f,[],playground
30 Nov 2022,[],#10a37f,[],playground
1 Jun 2022,[],#10a37f,[],playground
2 Jun 2022,[],#10a37f,[],playground
3 Jun 2022,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 36}]",#c0aa47,"[{""Incident_Title"": ""Degradation in serving fine tuned models."", ""Incident_Link"": ""https://status.openai.com/incidents/4cmnntq2t89y""}]",playground
4 Jun 2022,[],#10a37f,[],playground
5 Jun 2022,[],#10a37f,[],playground
6 Jun 2022,[],#10a37f,[],playground
7 Jun 2022,[],#10a37f,[],playground
8 Jun 2022,[],#10a37f,[],playground
9 Jun 2022,[],#10a37f,[],playground
10 Jun 2022,[],#10a37f,[],playground
11 Jun 2022,[],#10a37f,[],playground
12 Jun 2022,[],#10a37f,[],playground
13 Jun 2022,[],#10a37f,[],playground
14 Jun 2022,[],#10a37f,[],playground
15 Jun 2022,[],#10a37f,[],playground
16 Jun 2022,[],#10a37f,[],playground
17 Jun 2022,[],#10a37f,[],playground
18 Jun 2022,[],#10a37f,[],playground
19 Jun 2022,[],#10a37f,[],playground
20 Jun 2022,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 4}]",#8aa858,"[{""Incident_Title"": ""Base babbage model currently down"", ""Incident_Link"": ""https://status.openai.com/incidents/2bxby42r6wv4""}]",playground
21 Jun 2022,"[{""Outage_Type"": ""Partial outage"", ""Downtime (min)"": 38}]",#c3aa46,"[{""Incident_Title"": ""Logged in websites unavailable"", ""Incident_Link"": ""https://status.openai.com/incidents/jzk2gzhfc34g""}]",playground
22 Jun 2022,[],#10a37f,[],playground
23 Jun 2022,[],#10a37f,[],playground
24 Jun 2022,[],#10a37f,[],playground
25 Jun 2022,[],#10a37f,[],playground
26 Jun 2022,[],#10a37f,[],playground
27 Jun 2022,[],#10a37f,[],playground
28 Jun 2022,[],#10a37f,[],playground
29 Jun 2022,[],#10a37f,[],playground
30 Jun 2022,[],#10a37f,[],playground
1 Jul 2022,[],#10a37f,[],playground
2 Jul 2022,[],#10a37f,[],playground
3 Jul 2022,[],#10a37f,[],playground
4 Jul 2022,[],#10a37f,[],playground
5 Jul 2022,[],#10a37f,[],playground
6 Jul 2022,[],#10a37f,[],playground
7 Jul 2022,[],#10a37f,[],playground
8 Jul 2022,[],#10a37f,[],playground
9 Jul 2022,[],#10a37f,[],playground
10 Jul 2022,[],#10a37f,[],playground
11 Jul 2022,[],#10a37f,[],playground
12 Jul 2022,[],#10a37f,[],playground
13 Jul 2022,[],#10a37f,[],playground
14 Jul 2022,[],#10a37f,[],playground
15 Jul 2022,[],#10a37f,[],playground
16 Jul 2022,[],#10a37f,[],playground
17 Jul 2022,[],#10a37f,[],playground
18 Jul 2022,[],#10a37f,[],playground
19 Jul 2022,[],#10a37f,[],playground
20 Jul 2022,[],#10a37f,[],playground
21 Jul 2022,[],#10a37f,[],playground
22 Jul 2022,[],#10a37f,[],playground
23 Jul 2022,[],#10a37f,[],playground
24 Jul 2022,[],#10a37f,[],playground
25 Jul 2022,[],#10a37f,[],playground
26 Jul 2022,[],#10a37f,[],playground
27 Jul 2022,[],#10a37f,[],playground
28 Jul 2022,[],#10a37f,[],playground
29 Jul 2022,[],#10a37f,[],playground
30 Jul 2022,[],#10a37f,[],playground
31 Jul 2022,[],#10a37f,[],playground
1 Aug 2022,[],#10a37f,[],playground
2 Aug 2022,[],#10a37f,[],playground
3 Aug 2022,[],#10a37f,[],playground
4 Aug 2022,[],#10a37f,[],playground
5 Aug 2022,[],#10a37f,[],playground
6 Aug 2022,[],#10a37f,[],playground
7 Aug 2022,[],#10a37f,[],playground
8 Aug 2022,[],#10a37f,[],playground
9 Aug 2022,[],#10a37f,[],playground
10 Aug 2022,[],#10a37f,[],playground
11 Aug 2022,[],#10a37f,[],playground
12 Aug 2022,[],#10a37f,[],playground
13 Aug 2022,[],#10a37f,[],playground
14 Aug 2022,[],#10a37f,[],playground
15 Aug 2022,[],#10a37f,[],playground
16 Aug 2022,[],#10a37f,[],playground
17 Aug 2022,[],#10a37f,[],playground
18 Aug 2022,[],#10a37f,[],playground
19 Aug 2022,"[{""Outage_Type"": ""Major outage"", ""Downtime (min)"": 83}]",#ef4146,"[{""Incident_Title"": ""Outage on All Endpoints"", ""Incident_Link"": ""https://status.openai.com/incidents/ljkf68byn8bm""}]",playground
20 Aug 2022,[],#10a37f,[],playground
21 Aug 2022,[],#10a37f,[],playground
22 Aug 2022,[],#10a37f,[],playground
23 Aug 2022,[],#10a37f,[],playground
24 Aug 2022,[],#10a37f,"[{""Incident_Title"": ""Partial Outage on Account Management"", ""Incident_Link"": ""https://status.openai.com/incidents/nkbpzgdp4sh5""}]",playground
25 Aug 2022,[],#10a37f,[],playground
26 Aug 2022,[],#10a37f,[],playground
27 Aug 2022,[],#10a37f,[],playground
28 Aug 2022,[],#10a37f,[],playground
29 Aug 2022,[],#10a37f,[],playground
30 Aug 2022,[],#10a37f,[],playground
31 Aug 2022,[],#10a37f,[],playground
1 Mar 2022,[],#10a37f,[],playground
2 Mar 2022,[],#10a37f,[],playground
3 Mar 2022,[],#10a37f,[],playground
4 Mar 2022,[],#10a37f,[],playground
5 Mar 2022,[],#10a37f,[],playground
6 Mar 2022,[],#10a37f,[],playground
7 Mar 2022,[],#10a37f,[],playground
8 Mar 2022,[],#10a37f,[],playground
9 Mar 2022,[],#10a37f,[],playground
10 Mar 2022,[],#10a37f,[],playground
11 Mar 2022,[],#10a37f,[],playground
12 Mar 2022,[],#10a37f,[],playground
13 Mar 2022,[],#10a37f,[],playground
14 Mar 2022,[],#10a37f,[],playground
15 Mar 2022,[],#10a37f,[],playground
16 Mar 2022,[],#10a37f,[],playground
17 Mar 2022,[],#10a37f,[],playground
18 Mar 2022,[],#10a37f,[],playground
19 Mar 2022,[],#10a37f,[],playground
20 Mar 2022,[],#10a37f,[],playground
21 Mar 2022,[],#10a37f,[],playground
22 Mar 2022,[],#10a37f,[],playground
23 Mar 2022,[],#10a37f,[],playground
24 Mar 2022,[],#10a37f,[],playground
25 Mar 2022,[],#10a37f,[],playground
26 Mar 2022,[],#10a37f,[],playground
27 Mar 2022,[],#10a37f,[],playground
28 Mar 2022,[],#10a37f,[],playground
29 Mar 2022,[],#10a37f,[],playground
30 Mar 2022,[],#10a37f,[],playground
31 Mar 2022,[],#10a37f,[],playground
1 Apr 2022,[],#10a37f,[],playground
2 Apr 2022,[],#10a37f,[],playground
3 Apr 2022,[],#10a37f,[],playground
4 Apr 2022,[],#10a37f,[],playground
5 Apr 2022,[],#10a37f,[],playground
6 Apr 2022,[],#10a37f,[],playground
7 Apr 2022,[],#10a37f,[],playground
8 Apr 2022,[],#10a37f,[],playground
9 Apr 2022,[],#10a37f,[],playground
10 Apr 2022,[],#10a37f,[],playground
11 Apr 2022,[],#10a37f,[],playground
12 Apr 2022,[],#10a37f,[],playground
13 Apr 2022,[],#10a37f,[],playground
14 Apr 2022,[],#10a37f,[],playground
15 Apr 2022,[],#10a37f,[],playground
16 Apr 2022,[],#10a37f,[],playground
17 Apr 2022,[],#10a37f,[],playground
18 Apr 2022,[],#10a37f,[],playground
19 Apr 2022,[],#10a37f,[],playground
20 Apr 2022,[],#10a37f,[],playground
21 Apr 2022,[],#10a37f,[],playground
22 Apr 2022,[],#10a37f,[],playground
23 Apr 2022,[],#10a37f,[],playground
24 Apr 2022,[],#10a37f,[],playground
25 Apr 2022,[],#10a37f,[],playground
26 Apr 2022,[],#10a37f,[],playground
27 Apr 2022,[],#10a37f,[],playground
28 Apr 2022,[],#10a37f,[],playground
29 Apr 2022,[],#10a37f,[],playground
30 Apr 2022,[],#10a37f,[],playground
1 May 2022,[],#10a37f,[],playground
2 May 2022,[],#10a37f,[],playground
3 May 2022,[],#10a37f,[],playground
4 May 2022,[],#10a37f,[],playground
5 May 2022,[],#10a37f,[],playground
6 May 2022,[],#10a37f,[],playground
7 May 2022,[],#10a37f,[],playground
8 May 2022,[],#10a37f,[],playground
9 May 2022,[],#10a37f,[],playground
10 May 2022,[],#10a37f,[],playground
11 May 2022,[],#10a37f,[],playground
12 May 2022,[],#10a37f,[],playground
13 May 2022,[],#10a37f,[],playground
14 May 2022,[],#10a37f,[],playground
15 May 2022,[],#10a37f,[],playground
16 May 2022,[],#10a37f,[],playground
17 May 2022,[],#10a37f,[],playground
18 May 2022,[],#10a37f,[],playground
19 May 2022,[],#10a37f,[],playground
20 May 2022,[],#10a37f,[],playground
21 May 2022,[],#10a37f,[],playground
22 May 2022,[],#10a37f,[],playground
23 May 2022,[],#10a37f,[],playground
24 May 2022,[],#10a37f,[],playground
25 May 2022,[],#10a37f,[],playground
26 May 2022,[],#10a37f,[],playground
27 May 2022,[],#10a37f,[],playground
28 May 2022,[],#10a37f,[],playground
29 May 2022,[],#10a37f,[],playground
30 May 2022,[],#10a37f,[],playground
31 May 2022,[],#10a37f,[],playground
1 Dec 2021,[],#10a37f,[],playground
2 Dec 2021,[],#10a37f,[],playground
3 Dec 2021,[],#10a37f,[],playground
4 Dec 2021,[],#10a37f,[],playground
5 Dec 2021,[],#10a37f,[],playground
6 Dec 2021,[],#10a37f,[],playground
7 Dec 2021,[],#10a37f,[],playground
8 Dec 2021,[],#10a37f,[],playground
9 Dec 2021,[],#10a37f,[],playground
10 Dec 2021,[],#10a37f,[],playground
11 Dec 2021,[],#10a37f,[],playground
12 Dec 2021,[],#10a37f,[],playground
13 Dec 2021,[],#10a37f,[],playground
14 Dec 2021,[],#10a37f,[],playground
15 Dec 2021,[],#10a37f,[],playground
16 Dec 2021,[],#10a37f,[],playground
17 Dec 2021,[],#10a37f,[],playground
18 Dec 2021,[],#10a37f,[],playground
19 Dec 2021,[],#10a37f,[],playground
20 Dec 2021,[],#10a37f,[],playground
21 Dec 2021,[],#10a37f,[],playground
22 Dec 2021,[],#10a37f,[],playground
23 Dec 2021,[],#10a37f,[],playground
24 Dec 2021,[],#10a37f,[],playground
25 Dec 2021,[],#10a37f,[],playground
26 Dec 2021,[],#10a37f,[],playground
27 Dec 2021,[],#10a37f,[],playground
28 Dec 2021,[],#10a37f,[],playground
29 Dec 2021,[],#10a37f,[],playground
30 Dec 2021,[],#10a37f,[],playground
31 Dec 2021,[],#10a37f,[],playground
1 Jan 2022,[],#10a37f,[],playground
2 Jan 2022,[],#10a37f,[],playground
3 Jan 2022,[],#10a37f,[],playground
4 Jan 2022,[],#10a37f,[],playground
5 Jan 2022,[],#10a37f,[],playground
6 Jan 2022,[],#10a37f,[],playground
7 Jan 2022,[],#10a37f,[],playground
8 Jan 2022,[],#10a37f,[],playground
9 Jan 2022,[],#10a37f,[],playground
10 Jan 2022,[],#10a37f,[],playground
11 Jan 2022,[],#10a37f,[],playground
12 Jan 2022,[],#10a37f,[],playground
13 Jan 2022,[],#10a37f,[],playground
14 Jan 2022,[],#10a37f,[],playground
15 Jan 2022,[],#10a37f,[],playground
16 Jan 2022,[],#10a37f,[],playground
17 Jan 2022,[],#10a37f,[],playground
18 Jan 2022,[],#10a37f,[],playground
19 Jan 2022,[],#10a37f,[],playground
20 Jan 2022,[],#10a37f,[],playground
21 Jan 2022,[],#10a37f,[],playground
22 Jan 2022,[],#10a37f,[],playground
23 Jan 2022,[],#10a37f,[],playground
24 Jan 2022,[],#10a37f,[],playground
25 Jan 2022,[],#10a37f,[],playground
26 Jan 2022,[],#10a37f,[],playground
27 Jan 2022,[],#10a37f,[],playground
28 Jan 2022,[],#10a37f,[],playground
29 Jan 2022,[],#10a37f,[],playground
30 Jan 2022,[],#10a37f,[],playground
31 Jan 2022,[],#10a37f,[],playground
1 Feb 2022,[],#10a37f,[],playground
2 Feb 2022,[],#10a37f,[],playground
3 Feb 2022,[],#10a37f,[],playground
4 Feb 2022,[],#10a37f,[],playground
5 Feb 2022,[],#10a37f,[],playground
6 Feb 2022,[],#10a37f,[],playground
7 Feb 2022,[],#10a37f,[],playground
8 Feb 2022,[],#10a37f,[],playground
9 Feb 2022,[],#10a37f,[],playground
10 Feb 2022,[],#10a37f,[],playground
11 Feb 2022,[],#10a37f,[],playground
12 Feb 2022,[],#10a37f,[],playground
13 Feb 2022,[],#10a37f,[],playground
14 Feb 2022,[],#10a37f,[],playground
15 Feb 2022,[],#10a37f,[],playground
16 Feb 2022,[],#10a37f,[],playground
17 Feb 2022,[],#10a37f,[],playground
18 Feb 2022,[],#10a37f,[],playground
19 Feb 2022,[],#10a37f,[],playground
20 Feb 2022,[],#10a37f,[],playground
21 Feb 2022,[],#10a37f,[],playground
22 Feb 2022,[],#10a37f,[],playground
23 Feb 2022,[],#10a37f,[],playground
24 Feb 2022,[],#10a37f,[],playground
25 Feb 2022,[],#10a37f,[],playground
26 Feb 2022,[],#10a37f,[],playground
27 Feb 2022,[],#10a37f,[],playground
28 Feb 2022,[],#10a37f,[],playground
1 Sep 2021,[],#10a37f,[],playground
2 Sep 2021,[],#10a37f,[],playground
3 Sep 2021,[],#10a37f,[],playground
4 Sep 2021,[],#10a37f,[],playground
5 Sep 2021,[],#10a37f,[],playground
6 Sep 2021,[],#10a37f,[],playground
7 Sep 2021,[],#10a37f,[],playground
8 Sep 2021,[],#10a37f,[],playground
9 Sep 2021,[],#10a37f,[],playground
10 Sep 2021,[],#10a37f,[],playground
11 Sep 2021,[],#10a37f,[],playground
12 Sep 2021,[],#10a37f,[],playground
13 Sep 2021,[],#10a37f,[],playground
14 Sep 2021,[],#10a37f,[],playground
15 Sep 2021,[],#10a37f,[],playground
16 Sep 2021,[],#10a37f,[],playground
17 Sep 2021,[],#10a37f,[],playground
18 Sep 2021,[],#10a37f,[],playground
19 Sep 2021,[],#10a37f,[],playground
20 Sep 2021,[],#10a37f,[],playground
21 Sep 2021,[],#10a37f,[],playground
22 Sep 2021,[],#10a37f,[],playground
23 Sep 2021,[],#10a37f,[],playground
24 Sep 2021,[],#10a37f,[],playground
25 Sep 2021,[],#10a37f,[],playground
26 Sep 2021,[],#10a37f,[],playground
27 Sep 2021,[],#10a37f,[],playground
28 Sep 2021,[],#10a37f,[],playground
29 Sep 2021,[],#10a37f,[],playground
30 Sep 2021,[],#10a37f,[],playground
1 Oct 2021,[],#10a37f,[],playground
2 Oct 2021,[],#10a37f,[],playground
3 Oct 2021,[],#10a37f,[],playground
4 Oct 2021,[],#10a37f,[],playground
5 Oct 2021,[],#10a37f,[],playground
6 Oct 2021,[],#10a37f,[],playground
7 Oct 2021,[],#10a37f,[],playground
8 Oct 2021,[],#10a37f,[],playground
9 Oct 2021,[],#10a37f,[],playground
10 Oct 2021,[],#10a37f,[],playground
11 Oct 2021,[],#10a37f,[],playground
12 Oct 2021,[],#10a37f,[],playground
13 Oct 2021,[],#10a37f,[],playground
14 Oct 2021,[],#10a37f,[],playground
15 Oct 2021,[],#10a37f,[],playground
16 Oct 2021,[],#10a37f,[],playground
17 Oct 2021,[],#10a37f,[],playground
18 Oct 2021,[],#10a37f,[],playground
19 Oct 2021,[],#10a37f,[],playground
20 Oct 2021,[],#10a37f,[],playground
21 Oct 2021,[],#10a37f,[],playground
22 Oct 2021,[],#10a37f,[],playground
23 Oct 2021,[],#10a37f,[],playground
24 Oct 2021,[],#10a37f,[],playground
25 Oct 2021,[],#10a37f,[],playground
26 Oct 2021,[],#10a37f,[],playground
27 Oct 2021,[],#10a37f,[],playground
28 Oct 2021,[],#10a37f,[],playground
29 Oct 2021,[],#10a37f,[],playground
30 Oct 2021,[],#10a37f,[],playground
31 Oct 2021,[],#10a37f,[],playground
1 Nov 2021,[],#10a37f,[],playground
2 Nov 2021,[],#10a37f,[],playground
3 Nov 2021,[],#10a37f,[],playground
4 Nov 2021,[],#10a37f,[],playground
5 Nov 2021,[],#10a37f,[],playground
6 Nov 2021,[],#10a37f,[],playground
7 Nov 2021,[],#10a37f,[],playground
8 Nov 2021,[],#10a37f,[],playground
9 Nov 2021,[],#10a37f,[],playground
10 Nov 2021,[],#10a37f,[],playground
11 Nov 2021,[],#10a37f,[],playground
12 Nov 2021,[],#10a37f,[],playground
13 Nov 2021,[],#10a37f,[],playground
14 Nov 2021,[],#10a37f,[],playground
15 Nov 2021,[],#10a37f,[],playground
16 Nov 2021,[],#10a37f,[],playground
17 Nov 2021,[],#10a37f,[],playground
18 Nov 2021,[],#10a37f,[],playground
19 Nov 2021,[],#10a37f,[],playground
20 Nov 2021,[],#10a37f,[],playground
21 Nov 2021,[],#10a37f,[],playground
22 Nov 2021,[],#10a37f,[],playground
23 Nov 2021,[],#10a37f,[],playground
24 Nov 2021,[],#10a37f,[],playground
25 Nov 2021,[],#10a37f,[],playground
26 Nov 2021,[],#10a37f,[],playground
27 Nov 2021,[],#10a37f,[],playground
28 Nov 2021,[],#10a37f,[],playground
29 Nov 2021,[],#10a37f,"[{""Incident_Title"": ""Elevated API Errors"", ""Incident_Link"": ""https://status.openai.com/incidents/2pjsp7khqlmz""}]",playground
30 Nov 2021,[],#10a37f,"[{""Incident_Title"": ""Elevated API Errors"", ""Incident_Link"": ""https://status.openai.com/incidents/2pjsp7khqlmz""}]",playground
1 Jun 2021,[],#10a37f,[],playground
2 Jun 2021,[],#10a37f,[],playground
3 Jun 2021,[],#10a37f,[],playground
4 Jun 2021,[],#10a37f,[],playground
5 Jun 2021,[],#10a37f,[],playground
6 Jun 2021,[],#10a37f,[],playground
7 Jun 2021,[],#10a37f,[],playground
8 Jun 2021,[],#10a37f,[],playground
9 Jun 2021,[],#10a37f,[],playground
10 Jun 2021,[],#10a37f,[],playground
11 Jun 2021,[],#10a37f,[],playground
12 Jun 2021,[],#10a37f,[],playground
13 Jun 2021,[],#10a37f,[],playground
14 Jun 2021,[],#10a37f,[],playground
15 Jun 2021,[],#10a37f,[],playground
16 Jun 2021,[],#10a37f,[],playground
17 Jun 2021,[],#10a37f,[],playground
18 Jun 2021,[],#10a37f,[],playground
19 Jun 2021,[],#10a37f,[],playground
20 Jun 2021,[],#10a37f,[],playground
21 Jun 2021,[],#10a37f,[],playground
22 Jun 2021,[],#10a37f,[],playground
23 Jun 2021,[],#10a37f,[],playground
24 Jun 2021,[],#10a37f,[],playground
25 Jun 2021,[],#10a37f,[],playground
26 Jun 2021,[],#10a37f,[],playground
27 Jun 2021,[],#10a37f,[],playground
28 Jun 2021,[],#10a37f,[],playground
29 Jun 2021,[],#10a37f,[],playground
30 Jun 2021,[],#10a37f,[],playground
1 Jul 2021,[],#10a37f,[],playground
2 Jul 2021,[],#10a37f,[],playground
3 Jul 2021,[],#10a37f,[],playground
